"","Data","BBDC3","BBDC4","BTOW3","ITUB4","LREN3","PSSA3","TRPL4","VALE3","VALE5","CSMG3"
"11486",2016-10-04,28.39,29.8,16.5,36.46,25.2,30.2,65.78,18.2,15.8,33.09
"11496",2016-10-05,28.98,30.3,16.66,36.8,24.38,30.42,66.06,17.88,15.69,33.15
"11506",2016-10-06,29,30.45,16.92,37.33,24.77,30.08,65.85,17.84,15.71,33.38
"11516",2016-10-07,29.4,30.71,17.05,38,25.05,30.64,65.95,17.97,15.79,33.48
"11526",2016-10-10,29.8,31,17.1,38.41,25.69,31,66.57,18.24,16.3,33.54
"11536",2016-10-11,29.84,30.6,16.5,37.98,25.79,31.34,66.99,18.88,16.84,32.95
"11546",2016-10-13,29.75,30.41,15.8,37.85,25.5,31.21,67.55,18.25,16.27,33.05
"11556",2016-10-14,30.05,31.03,15.55,38.76,26.01,31.09,69.03,18.1,16.6,33.55
"16985",2016-10-17,30.31,31.13,15.55,39.21,26.39,30.67,68.2,18.09,16.64,33.41
"16995",2016-10-18,30.63,31.65,16.32,36.3,26.61,31.03,68.29,18.5,17.15,33.82
"17005",2016-10-19,31.24,32.28,16.77,36.65,27,31.08,68.05,18.76,17.38,33.76
"17015",2016-10-20,30.72,31.8,16.93,35.93,26.55,31.45,68.76,18.67,17.2,33.18
"17025",2016-10-21,31.04,32.44,17.24,36.22,26.81,31.42,69.99,19.15,18,33.09
"17035",2016-10-24,30.8,32.5,17.41,36.58,26.9,31.9,71.4,20.3,19.14,33.55
"17045",2016-10-25,30.62,31.86,17.3,35.87,26.36,31.5,71.12,20.83,19.81,32.93
"17055",2016-10-26,30.35,31.62,16.65,35.58,26.93,31.22,70.63,21.1,20.04,33.14
"17065",2016-10-27,30.43,31.75,16.74,36.09,26.7,31.39,70.28,22.1,21.11,32.97
"17075",2016-10-28,30.85,32.14,16.17,36.7,26.15,30.88,71.57,21.85,20.61,33.47
"17085",2016-10-31,30.91,32.65,15.71,38.16,26.68,30.65,69.57,22.15,20.86,33.2
"17095",2016-11-01,31.65,33.5,15.83,38.73,26.95,30.18,69.3,22.37,20.97,33.18
"17105",2016-11-03,30.86,32.27,14.8,37,26.2,29.9,67.78,22.05,20.55,33.45
"17115",2016-11-04,30.09,31.69,13.93,36.54,25.05,29.79,66.23,21.81,20.4,33.97
"17125",2016-11-07,30.77,32.56,14.34,37.52,24.51,29.86,67.22,22.39,21.28,34
"17135",2016-11-08,31.23,32.76,14.88,38.07,25.2,29.93,67.21,23.01,22.01,33.3
"17145",2016-11-09,30.3,31.32,14.35,36.6,24.39,29.87,65,23.6,22.25,33.5
"17155",2016-11-10,30.32,31.97,14.77,36.88,24.28,30.1,66.72,25.96,24,34.39
"17165",2016-11-11,28.41,28.9,13,34.65,23,28.35,64.4,27.69,25.5,33.4
"17175",2016-11-14,27.67,28.89,11.42,34.36,22.5,27.66,62.3,25.82,23.49,31.68
"17185",2016-11-16,28.25,29.65,11.3,35.26,23.25,28.86,62.81,25.09,23.45,30.18
"17195",2016-11-17,28.7,30.1,11.24,36.45,23.5,30,64.48,25.49,23.15,31.5
"17205",2016-11-18,27.76,28.76,11.3,34.92,23,29.88,63.88,24.6,22.31,30.77
"17214",2016-11-21,28.4,29.6,11.22,35.65,22.78,30.22,63.48,24.75,22.45,31.97
"17224",2016-11-22,29.1,29.98,11.13,36.2,23.27,29.33,63.98,27.07,24.94,33.91
"17234",2016-11-23,28.92,29.48,10.7,35.59,22.79,28.59,63.24,27.75,24.83,34
"17244",2016-11-24,29.19,29.8,10.63,35.58,22.6,28.44,63.49,28.29,25.25,34.14
"17253",2016-11-25,28.7,29.1,10.54,34.67,22.39,28.2,63.37,27.53,24.73,33.99
"17263",2016-11-28,28.84,29.65,10.26,34.87,22.6,28,63.64,29,25.9,33.5
"17273",2016-11-29,28.99,29.73,10,35.35,23.43,28.44,63.28,30.43,26.89,34.2
"17282",2016-11-30,29.12,29.59,10.85,35.2,22.88,28.47,63.7,28.98,25.96,33.35
"17291",2016-12-01,28.21,29.15,11.45,34.66,22.14,28.5,63.45,29.07,26.3,34.09
"17301",2016-12-02,26.88,27.76,10.75,33.44,21.34,27.5,62.71,27.81,24.78,33
"17311",2016-12-05,27.75,28.65,10.52,34.06,22,27,61.32,29.77,26.8,33.83
"17321",2016-12-06,27.45,28.07,9.8,33.61,21.38,26.9,60.9,29.32,26.4,33.61
"17331",2016-12-07,28.41,29.12,10.11,34.7,22.05,27.77,60.97,30.88,27.74,33.59
"17341",2016-12-08,27.95,28.99,10.9,34.4,22.6,27.02,60.95,31.3,28,33.42
"17351",2016-12-09,28,29.05,10.53,34.29,22.46,27.03,61.75,30.28,26.76,33.25
"17360",2016-12-12,27.36,28.44,10.29,33.45,22.2,27.1,61.45,29.79,26.65,33.25
"17370",2016-12-13,27.5,27.5,10.03,32.31,22.17,25.65,61.7,28.95,25.92,32.65
"17380",2016-12-14,27.97,27.84,10.43,32.51,22.64,26.71,61.28,28.15,24.9,32.57
"17390",2016-12-15,27.5,27.4,10.4,32.5,22.73,26.57,61.36,27.8,24.59,33.17
"17399",2016-12-16,27.55,27.78,10.28,32.71,22.66,26.49,62.88,28.28,25.11,33.35
"17409",2016-12-19,27.84,27.45,11.29,32,22.86,27.01,63.1,27.7,24.31,35.3
"17419",2016-12-20,27.51,27.01,10.65,31.4,22.78,26.5,65,26.21,23,35.3
"17429",2016-12-21,27.68,27.67,10.47,32.1,21.89,26.05,63.5,26.71,23.44,34.53
"17439",2016-12-22,26.88,26.92,10.4,31.8,21.53,25.61,62.84,25.9,22.5,34.47
"17449",2016-12-23,26.88,26.79,10.01,31.85,21.35,25.98,63.78,25.46,21.95,34.71
"17459",2016-12-26,27.36,27.29,10.13,32.51,21.6,25.62,63,25.33,22.37,34.88
"17469",2016-12-27,28.19,28,10.4,33,22.07,26.36,63.23,26.23,22.97,34.95
"17479",2016-12-28,27.85,27.68,10.03,32.67,22.6,26.06,63.83,26.21,23.4,35.37
"17489",2016-12-29,28.7,28.64,10.15,33.49,23.24,26.87,64.69,26.68,23.89,35.85
"17499",2017-01-02,28.82,28.77,10.2,33.45,22.9,26.89,64.82,25.28,22.93,36.1
"17508",2017-01-03,29.15,29,10.21,33.84,23.3,27.04,65.01,25.51,23.1,36.77
"17518",2017-01-04,29.68,29.74,10.47,34.8,23.95,27.4,64.48,26.06,23.95,36.36
"17528",2017-01-05,29.82,29.83,10.75,35.09,23.74,28.02,66,25.98,23.9,35.94
"17538",2017-01-06,30.3,30.16,10.95,35.54,23.42,27.49,65.41,26.29,24.35,36.15
"17548",2017-01-09,30.15,30.12,10.73,35.35,23.14,27,64.85,26.3,24.58,36.45
"17558",2017-01-10,30.5,30.5,10.94,36.1,23.15,27.61,66.8,27.42,25.5,37.05
"17568",2017-01-11,30.67,30.55,10.66,35.99,23.01,27.56,66.67,28.81,26.6,37.08
"17578",2017-01-12,31.15,31.35,11.12,36.6,23.77,28,67,30.08,27.7,37.99
"17588",2017-01-13,30.65,31.32,11.94,36.6,24.14,27.39,67.47,29.89,27.18,39.51
"17598",2017-01-16,30.54,31.1,12.14,35.98,23.86,27.15,67.73,31.2,28.56,39.85
"17608",2017-01-17,30.68,31.06,12,35.9,23.94,26.5,67.85,31.23,28.59,39.5
"17618",2017-01-18,31.7,32.02,11.94,37.15,24.37,26.06,68.19,30.35,28.85,40
"17628",2017-01-19,31.2,31.63,11.92,36.71,23.8,26.08,66.51,32,29.57,39.79
"17638",2017-01-20,31.77,31.84,11.84,36.69,23.65,26.19,65.6,30.99,28.31,39.63
"17648",2017-01-23,31.65,31.43,11.85,36.55,24,26.15,65.81,32.21,30.18,39.88
"17658",2017-01-24,32.37,32.2,12,37.65,24.85,26.96,66.5,34.07,32.32,40.29
"17668",2017-01-26,32.88,32.67,12.5,38,24.32,26.76,66.5,34.42,32.91,41.31
"17678",2017-01-27,32.91,32.71,12.69,38.4,24.77,27.34,66.2,33.48,31.9,41.58
"17688",2017-01-30,32.55,32.66,12.43,37.85,24.84,27.58,65.9,33.22,31.73,41.96
"17698",2017-01-31,32.21,32.41,12.08,37.26,24.21,26.96,64.55,32.7,31,41.41
"17708",2017-02-01,32.5,33,12.01,37.55,24.21,26.46,65.81,32.7,31.13,43.58
"17718",2017-02-02,30.99,31.02,12.35,37.28,23.77,26.43,66.2,32.41,31.14,45.38
"17728",2017-02-03,31.19,31,12.25,37.49,23.76,26.83,68.01,32,30.03,45.09
"17738",2017-02-06,32.13,32.06,12.31,38.3,24.93,26.6,68.5,30.66,29.13,45.45
"17748",2017-02-07,31.64,31.77,12.47,39.32,24.46,25.74,67.91,30.64,29.34,45.41
"17758",2017-02-08,31.58,31.29,12.52,38.78,24,25.99,67.56,30.79,29.49,45.42
"17768",2017-02-09,31.61,31.84,13.6,39.69,23.65,26.08,68.42,30.52,29.17,45
"17778",2017-02-10,31.45,31.99,13.05,39.94,24.32,25.94,67.71,32.16,30.35,47
"17788",2017-02-13,31.6,32.7,13.39,40.2,24.8,25.61,68.06,34.21,32.9,49.58
"17798",2017-02-14,31.6,32.55,13.13,39.87,24.85,26.91,68.5,35.53,32.99,49.32
"17807",2017-02-15,31.62,32.55,12.92,40.34,25.77,26.9,67.5,34.7,32.48,48.53
"17817",2017-02-16,31.8,32.99,13.15,41.35,25.75,27.97,67.42,33.78,31.69,49.2
"17827",2017-02-17,31.52,32.72,12.91,40.56,25.61,28.96,67.5,33.61,31.65,49.79
